STATE,DISTRICT,rape_cases,kidnapping_cases,assault_cases,domestic_cases,dowry_cases,trafficking_cases,other_ipc,total_crime_score,years_present,rape_avg,kidnapping_avg,assault_avg,domestic_avg,dowry_avg,trafficking_avg,other_ipc_avg,total_crime_avg,risk_label,risk_encoded
A&N Islands,South Andaman,57,24,58,10,3,0,91,243,1,57.0,24.0,58.0,10.0,3.0,0.0,91.0,243.0,Low,0
A&N Islands,Total,96,36,87,14,3,0,141,377,1,96.0,36.0,87.0,14.0,3.0,0.0,141.0,377.0,Low,0
A&N Islands,ZZ TOTAL,81,40,45,9,1,0,323,499,1,81.0,40.0,45.0,9.0,1.0,0.0,323.0,499.0,Low,0
ANDHRA PRADESH,ADILABAD,2016,2078,1785,4126,188,0,20579,30772,12,168.0,173.16666666666666,148.75,343.8333333333333,15.666666666666666,0.0,1714.9166666666667,2564.3333333333335,High,1
ANDHRA PRADESH,ANANTAPUR,798,2232,2026,1645,174,0,15861,22736,12,66.5,186.0,168.83333333333334,137.08333333333334,14.5,0.0,1321.75,1894.6666666666667,High,1
ANDHRA PRADESH,CHITTOOR,1104,2345,1381,3283,262,0,24575,32950,12,92.0,195.41666666666666,115.08333333333333,273.5833333333333,21.833333333333332,0.0,2047.9166666666667,2745.8333333333335,High,1
ANDHRA PRADESH,CUDDAPAH,894,1828,1708,1790,146,0,21993,28359,12,74.5,152.33333333333334,142.33333333333334,149.16666666666666,12.166666666666666,0.0,1832.75,2363.25,High,1
ANDHRA PRADESH,CYBERABAD,1923,3653,1372,8932,437,0,23701,40018,10,192.3,365.3,137.2,893.2,43.7,0.0,2370.1,4001.8,High,1
ANDHRA PRADESH,EAST GODAVARI,1497,1938,1920,4927,206,0,18113,28601,12,124.75,161.5,160.0,410.5833333333333,17.166666666666668,0.0,1509.4166666666667,2383.4166666666665,High,1
ANDHRA PRADESH,GUNTAKAL RLY.,9,26,19,11,5,0,754,824,12,0.75,2.1666666666666665,1.5833333333333333,0.9166666666666666,0.4166666666666667,0.0,62.833333333333336,68.66666666666667,Low,0
ANDHRA PRADESH,GUNTUR,1578,2643,2881,5792,234,0,28932,42060,12,131.5,220.25,240.08333333333334,482.6666666666667,19.5,0.0,2411.0,3505.0,High,1
ANDHRA PRADESH,GUNTUR URBAN,207,265,218,1327,28,0,2569,4614,3,69.0,88.33333333333333,72.66666666666667,442.3333333333333,9.333333333333334,0.0,856.3333333333334,1538.0,High,1
ANDHRA PRADESH,HYDERABAD CITY,2136,3622,2088,14055,397,0,28465,50763,12,178.0,301.8333333333333,174.0,1171.25,33.083333333333336,0.0,2372.0833333333335,4230.25,High,1
ANDHRA PRADESH,KARIMNAGAR,2559,4269,3833,7304,594,0,20258,38817,12,213.25,355.75,319.4166666666667,608.6666666666666,49.5,0.0,1688.1666666666667,3234.75,High,1
ANDHRA PRADESH,KHAMMAM,2163,2555,2247,4090,218,0,19238,30511,12,180.25,212.91666666666666,187.25,340.8333333333333,18.166666666666668,0.0,1603.1666666666667,2542.5833333333335,High,1
ANDHRA PRADESH,KRISHNA,1584,1766,2865,5016,169,0,10884,22284,12,132.0,147.16666666666666,238.75,418.0,14.083333333333334,0.0,907.0,1857.0,High,1
ANDHRA PRADESH,KURNOOL,1257,2169,3504,3002,154,0,23411,33497,12,104.75,180.75,292.0,250.16666666666666,12.833333333333334,0.0,1950.9166666666667,2791.4166666666665,High,1
ANDHRA PRADESH,MAHABOOBNAGAR,2592,2477,2061,2751,310,0,17908,28099,12,216.0,206.41666666666666,171.75,229.25,25.833333333333332,0.0,1492.3333333333333,2341.5833333333335,High,1
ANDHRA PRADESH,MEDAK,1614,1768,1295,3552,383,0,10040,18652,12,134.5,147.33333333333334,107.91666666666667,296.0,31.916666666666668,0.0,836.6666666666666,1554.3333333333333,High,1
ANDHRA PRADESH,NALGONDA,2094,2433,2738,3675,402,0,31483,42825,12,174.5,202.75,228.16666666666666,306.25,33.5,0.0,2623.5833333333335,3568.75,High,1
ANDHRA PRADESH,NELLORE,1464,2548,2413,3352,107,0,15201,25085,12,122.0,212.33333333333334,201.08333333333334,279.3333333333333,8.916666666666666,0.0,1266.75,2090.4166666666665,High,1
ANDHRA PRADESH,NIZAMABAD,1236,1644,1013,5084,225,0,11648,20850,12,103.0,137.0,84.41666666666667,423.6666666666667,18.75,0.0,970.6666666666666,1737.5,High,1
ANDHRA PRADESH,PRAKASHAM,954,2109,2197,2409,110,0,17924,25703,12,79.5,175.75,183.08333333333334,200.75,9.166666666666666,0.0,1493.6666666666667,2141.9166666666665,High,1
ANDHRA PRADESH,RAJAHMUNDRY,114,195,140,468,10,0,841,1768,3,38.0,65.0,46.666666666666664,156.0,3.3333333333333335,0.0,280.3333333333333,589.3333333333334,Low,0
ANDHRA PRADESH,RANGA REDDY,1014,1216,741,2001,268,0,7811,13051,12,84.5,101.33333333333333,61.75,166.75,22.333333333333332,0.0,650.9166666666666,1087.5833333333333,High,1
ANDHRA PRADESH,SECUNDERABAD RLY.,21,21,20,5,8,0,690,765,12,1.75,1.75,1.6666666666666667,0.4166666666666667,0.6666666666666666,0.0,57.5,63.75,Low,0
ANDHRA PRADESH,SRIKAKULAM,821,634,893,2607,83,0,12699,17737,12,68.41666666666667,52.833333333333336,74.41666666666667,217.25,6.916666666666667,0.0,1058.25,1478.0833333333333,High,1
ANDHRA PRADESH,TIRUPATHI URBAN,96,174,99,293,16,0,1340,2018,3,32.0,58.0,33.0,97.66666666666667,5.333333333333333,0.0,446.6666666666667,672.6666666666666,Low,0
ANDHRA PRADESH,TOTAL,40435,57414,51999,119007,6215,0,482252,757322,12,3369.5833333333335,4784.5,4333.25,9917.25,517.9166666666666,0.0,40187.666666666664,63110.166666666664,High,1
ANDHRA PRADESH,VIJAYAWADA,402,976,569,3571,36,0,3678,9232,5,80.4,195.2,113.8,714.2,7.2,0.0,735.6,1846.4,High,1
ANDHRA PRADESH,VIJAYAWADA CITY,599,1322,1190,4523,94,0,5032,12760,7,85.57142857142857,188.85714285714286,170.0,646.1428571428571,13.428571428571429,0.0,718.8571428571429,1822.857142857143,High,1
ANDHRA PRADESH,VIJAYAWADA RLY.,12,23,35,10,4,0,467,551,12,1.0,1.9166666666666667,2.9166666666666665,0.8333333333333334,0.3333333333333333,0.0,38.916666666666664,45.916666666666664,Low,0
ANDHRA PRADESH,VISAKHA RURAL,684,522,793,1739,72,0,7016,10826,12,57.0,43.5,66.08333333333333,144.91666666666666,6.0,0.0,584.6666666666666,902.1666666666666,High,1
ANDHRA PRADESH,VISAKHAPATNAM,1029,1080,598,4281,93,0,15647,22728,12,85.75,90.0,49.833333333333336,356.75,7.75,0.0,1303.9166666666667,1894.0,High,1
ANDHRA PRADESH,VIZIANAGARAM,669,489,832,2829,59,0,16182,21060,12,55.75,40.75,69.33333333333333,235.75,4.916666666666667,0.0,1348.5,1755.0,High,1
ANDHRA PRADESH,WARANGAL,1863,3060,2467,3257,438,0,25944,37029,12,155.25,255.0,205.58333333333334,271.4166666666667,36.5,0.0,2162.0,3085.75,High,1
ANDHRA PRADESH,WARANGAL URBAN,246,330,199,742,47,0,2967,4531,3,82.0,110.0,66.33333333333333,247.33333333333334,15.666666666666666,0.0,989.0,1510.3333333333333,High,1
ANDHRA PRADESH,WEST GODAVARI,3186,3004,3859,6558,238,0,18401,35246,12,265.5,250.33333333333334,321.5833333333333,546.5,19.833333333333332,0.0,1533.4166666666667,2937.1666666666665,High,1
ARUNACHAL PRADESH,ANJAW,3,3,0,2,0,0,20,28,4,0.75,0.75,0.0,0.5,0.0,0.0,5.0,7.0,Low,0
ARUNACHAL PRADESH,CHANGLANG,159,211,36,23,1,0,632,1062,12,13.25,17.583333333333332,3.0,1.9166666666666667,0.08333333333333333,0.0,52.666666666666664,88.5,Low,0
ARUNACHAL PRADESH,DIBANG VALLEY,90,132,36,17,0,0,367,642,12,7.5,11.0,3.0,1.4166666666666667,0.0,0.0,30.583333333333332,53.5,Low,0
ARUNACHAL PRADESH,K/KUMEY,51,49,3,2,0,0,150,255,10,5.1,4.9,0.3,0.2,0.0,0.0,15.0,25.5,Low,0
ARUNACHAL PRADESH,KAMENG EAST,75,121,49,3,0,0,369,617,12,6.25,10.083333333333334,4.083333333333333,0.25,0.0,0.0,30.75,51.416666666666664,Low,0
ARUNACHAL PRADESH,KAMENG WEST,21,67,27,3,0,0,320,438,12,1.75,5.583333333333333,2.25,0.25,0.0,0.0,26.666666666666668,36.5,Low,0
ARUNACHAL PRADESH,LOHIT,150,259,69,5,0,0,529,1012,12,12.5,21.583333333333332,5.75,0.4166666666666667,0.0,0.0,44.083333333333336,84.33333333333333,Low,0
ARUNACHAL PRADESH,PAPUM PARE,213,466,113,34,0,0,1485,2311,12,17.75,38.833333333333336,9.416666666666666,2.8333333333333335,0.0,0.0,123.75,192.58333333333334,High,1
ARUNACHAL PRADESH,RURAL,33,31,17,4,0,0,70,155,3,11.0,10.333333333333334,5.666666666666667,1.3333333333333333,0.0,0.0,23.333333333333332,51.666666666666664,Low,0
ARUNACHAL PRADESH,SIANG EAST,300,245,105,13,0,0,647,1310,12,25.0,20.416666666666668,8.75,1.0833333333333333,0.0,0.0,53.916666666666664,109.16666666666667,Low,0
ARUNACHAL PRADESH,SIANG UPPER,63,53,28,4,0,0,144,292,12,5.25,4.416666666666667,2.3333333333333335,0.3333333333333333,0.0,0.0,12.0,24.333333333333332,Low,0
ARUNACHAL PRADESH,SIANG WEST,159,249,122,35,0,0,952,1517,12,13.25,20.75,10.166666666666666,2.9166666666666665,0.0,0.0,79.33333333333333,126.41666666666667,Low,0
ARUNACHAL PRADESH,SUBANSIRI LOWER,48,117,46,2,0,0,447,660,12,4.0,9.75,3.8333333333333335,0.16666666666666666,0.0,0.0,37.25,55.0,Low,0
ARUNACHAL PRADESH,SUBANSIRI UPPER,78,108,65,14,0,0,513,778,12,6.5,9.0,5.416666666666667,1.1666666666666667,0.0,0.0,42.75,64.83333333333333,Low,0
ARUNACHAL PRADESH,TAWANG,15,3,31,3,0,0,163,215,12,1.25,0.25,2.5833333333333335,0.25,0.0,0.0,13.583333333333334,17.916666666666668,Low,0
ARUNACHAL PRADESH,TIRAP,42,153,36,3,1,0,546,781,12,3.5,12.75,3.0,0.25,0.08333333333333333,0.0,45.5,65.08333333333333,Low,0
ARUNACHAL PRADESH,TOTAL,1500,2272,784,167,2,0,7396,12121,12,125.0,189.33333333333334,65.33333333333333,13.916666666666666,0.16666666666666666,0.0,616.3333333333334,1010.0833333333334,High,1
ARUNACHAL PRADESH,UPPER DIBANG VALLEY,0,5,1,0,0,0,42,48,10,0.0,0.5,0.1,0.0,0.0,0.0,4.2,4.8,Low,0
ASSAM,BAKSA,99,174,4,15,3,0,233,528,1,99.0,174.0,4.0,15.0,3.0,0.0,233.0,528.0,Low,0
ASSAM,BARPETA,2730,3962,467,2424,115,0,10333,20031,12,227.5,330.1666666666667,38.916666666666664,202.0,9.583333333333334,0.0,861.0833333333334,1669.25,High,1
ASSAM,BASKA,369,709,83,114,18,0,999,2292,7,52.714285714285715,101.28571428571429,11.857142857142858,16.285714285714285,2.5714285714285716,0.0,142.71428571428572,327.42857142857144,High,1
ASSAM,BIEO,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,0
ASSAM,BONGAIGAON,1434,1746,175,1101,55,0,4284,8795,12,119.5,145.5,14.583333333333334,91.75,4.583333333333333,0.0,357.0,732.9166666666666,High,1
ASSAM,C.I.D.,12,20,0,0,0,0,236,268,12,1.0,1.6666666666666667,0.0,0.0,0.0,0.0,19.666666666666668,22.333333333333332,Low,0
ASSAM,CACHAR,2352,4552,920,4172,108,0,19550,31654,12,196.0,379.3333333333333,76.66666666666667,347.6666666666667,9.0,0.0,1629.1666666666667,2637.8333333333335,High,1
ASSAM,CHIRANG,597,808,91,402,14,0,1662,3574,8,74.625,101.0,11.375,50.25,1.75,0.0,207.75,446.75,High,1
ASSAM,DARRANG,2352,3099,1438,1645,60,0,5432,14026,12,196.0,258.25,119.83333333333333,137.08333333333334,5.0,0.0,452.6666666666667,1168.8333333333333,High,1
ASSAM,DHEMAJI,2181,1757,374,1058,19,0,2802,8191,12,181.75,146.41666666666666,31.166666666666668,88.16666666666667,1.5833333333333333,0.0,233.5,682.5833333333334,High,1
ASSAM,DHUBRI,4087,5154,1549,4331,118,0,6385,21624,12,340.5833333333333,429.5,129.08333333333334,360.9166666666667,9.833333333333334,0.0,532.0833333333334,1802.0,High,1
ASSAM,DIBRUGARH,1773,2734,564,1075,29,0,6517,12692,12,147.75,227.83333333333334,47.0,89.58333333333333,2.4166666666666665,0.0,543.0833333333334,1057.6666666666667,High,1
ASSAM,G.R.P.,54,118,12,30,2,0,1261,1477,12,4.5,9.833333333333334,1.0,2.5,0.16666666666666666,0.0,105.08333333333333,123.08333333333333,Low,0
ASSAM,GOALPARA,2310,2390,400,1923,35,0,5262,12320,12,192.5,199.16666666666666,33.333333333333336,160.25,2.9166666666666665,0.0,438.5,1026.6666666666667,High,1
ASSAM,GOLAGHAT,1839,3199,500,1227,12,0,3368,10145,12,153.25,266.5833333333333,41.666666666666664,102.25,1.0,0.0,280.6666666666667,845.4166666666666,High,1
ASSAM,GUWAHATI CITY,2046,8156,1098,1932,81,0,26625,39938,12,170.5,679.6666666666666,91.5,161.0,6.75,0.0,2218.75,3328.1666666666665,High,1
ASSAM,HAILAKANDI,1299,1833,235,779,36,0,4505,8687,12,108.25,152.75,19.583333333333332,64.91666666666667,3.0,0.0,375.4166666666667,723.9166666666666,High,1
ASSAM,HAMREN,9,44,2,3,0,0,13,71,1,9.0,44.0,2.0,3.0,0.0,0.0,13.0,71.0,Low,0
ASSAM,JORHAT,1428,1849,516,1082,9,0,4674,9558,12,119.0,154.08333333333334,43.0,90.16666666666667,0.75,0.0,389.5,796.5,High,1
ASSAM,KAMRUP,1842,3628,498,1070,39,0,11365,18442,12,153.5,302.3333333333333,41.5,89.16666666666667,3.25,0.0,947.0833333333334,1536.8333333333333,High,1
ASSAM,KARBI ANGLONG,513,1134,105,183,14,0,2357,4306,12,42.75,94.5,8.75,15.25,1.1666666666666667,0.0,196.41666666666666,358.8333333333333,High,1
ASSAM,KARIMGANJ,1191,1650,89,1279,88,0,4920,9217,12,99.25,137.5,7.416666666666667,106.58333333333333,7.333333333333333,0.0,410.0,768.0833333333334,High,1
ASSAM,KOKRAJHAR,1197,1838,342,762,34,0,2457,6630,12,99.75,153.16666666666666,28.5,63.5,2.8333333333333335,0.0,204.75,552.5,High,1
ASSAM,LAKHIMPUR,2202,3562,502,1584,15,0,5671,13536,12,183.5,296.8333333333333,41.833333333333336,132.0,1.25,0.0,472.5833333333333,1128.0,High,1
ASSAM,MORIGAON,1974,2230,510,889,37,0,3148,8788,12,164.5,185.83333333333334,42.5,74.08333333333333,3.0833333333333335,0.0,262.3333333333333,732.3333333333334,High,1
ASSAM,N.C.HILLS,99,427,26,92,5,0,609,1258,12,8.25,35.583333333333336,2.1666666666666665,7.666666666666667,0.4166666666666667,0.0,50.75,104.83333333333333,Low,0
ASSAM,NAGAON,4389,7728,1125,4910,108,0,13736,31996,12,365.75,644.0,93.75,409.1666666666667,9.0,0.0,1144.6666666666667,2666.3333333333335,High,1
ASSAM,NALBARI,966,1936,553,609,31,0,4323,8418,12,80.5,161.33333333333334,46.083333333333336,50.75,2.5833333333333335,0.0,360.25,701.5,High,1
ASSAM,R.P.O.,150,80,5,22,0,0,508,765,12,12.5,6.666666666666667,0.4166666666666667,1.8333333333333333,0.0,0.0,42.333333333333336,63.75,Low,0
ASSAM,SIBSAGAR,1965,3279,616,1312,38,0,7782,14992,12,163.75,273.25,51.333333333333336,109.33333333333333,3.1666666666666665,0.0,648.5,1249.3333333333333,High,1
ASSAM,SONITPUR,2676,4978,416,2317,89,0,10978,21454,12,223.0,414.8333333333333,34.666666666666664,193.08333333333334,7.416666666666667,0.0,914.8333333333334,1787.8333333333333,High,1
ASSAM,TINSUKIA,1737,2989,219,780,41,0,7443,13209,12,144.75,249.08333333333334,18.25,65.0,3.4166666666666665,0.0,620.25,1100.75,High,1
ASSAM,TOTAL,48529,78798,13620,39388,1276,0,181354,362965,12,4044.0833333333335,6566.5,1135.0,3282.3333333333335,106.33333333333333,0.0,15112.833333333334,30247.083333333332,High,1
ASSAM,UDALGURI,657,1035,186,266,23,0,1916,4083,8,82.125,129.375,23.25,33.25,2.875,0.0,239.5,510.375,High,1
Andhra Pradesh,ADILABAD,183,177,197,464,12,0,1390,2423,1,183.0,177.0,197.0,464.0,12.0,0.0,1390.0,2423.0,High,1
Andhra Pradesh,ANANTAPUR,84,304,337,161,23,0,1634,2543,1,84.0,304.0,337.0,161.0,23.0,0.0,1634.0,2543.0,High,1
Andhra Pradesh,Anantapur,106,213,898,165,25,0,3800,5207,1,106.0,213.0,898.0,165.0,25.0,0.0,3800.0,5207.0,High,1
Andhra Pradesh,CHITTOOR,93,131,119,435,13,0,2239,3030,1,93.0,131.0,119.0,435.0,13.0,0.0,2239.0,3030.0,High,1
Andhra Pradesh,CUDDAPAH,57,218,318,207,9,0,1741,2550,1,57.0,218.0,318.0,207.0,9.0,0.0,1741.0,2550.0,High,1
Andhra Pradesh,CYBERABAD,414,513,350,1526,43,0,3139,5985,1,414.0,513.0,350.0,1526.0,43.0,0.0,3139.0,5985.0,High,1
Andhra Pradesh,Chittoor,96,70,364,278,17,0,2567,3392,1,96.0,70.0,364.0,278.0,17.0,0.0,2567.0,3392.0,High,1
Andhra Pradesh,Cuddapah,88,38,442,91,16,0,2604,3279,1,88.0,38.0,442.0,91.0,16.0,0.0,2604.0,3279.0,High,1
Andhra Pradesh,EAST GODAVARI,222,159,352,483,15,0,1082,2313,1,222.0,159.0,352.0,483.0,15.0,0.0,1082.0,2313.0,High,1
Andhra Pradesh,East Godavari,273,66,1100,464,7,0,3791,5701,1,273.0,66.0,1100.0,464.0,7.0,0.0,3791.0,5701.0,High,1
Andhra Pradesh,GUNTAKAL RLY.,0,0,3,0,0,0,24,27,1,0.0,0.0,3.0,0.0,0.0,0.0,24.0,27.0,Low,0
Andhra Pradesh,GUNTUR,114,176,296,608,16,0,1569,2779,1,114.0,176.0,296.0,608.0,16.0,0.0,1569.0,2779.0,High,1
Andhra Pradesh,GUNTUR URBAN,84,126,124,326,7,0,1123,1790,1,84.0,126.0,124.0,326.0,7.0,0.0,1123.0,1790.0,Low,0
Andhra Pradesh,Guntakal Railway,0,0,0,0,0,0,37,37,1,0.0,0.0,0.0,0.0,0.0,0.0,37.0,37.0,Low,0
Andhra Pradesh,Guntur,171,76,837,454,16,0,2606,4160,1,171.0,76.0,837.0,454.0,16.0,0.0,2606.0,4160.0,High,1
Andhra Pradesh,Guntur Urban,128,84,772,345,12,0,1740,3081,1,128.0,84.0,772.0,345.0,12.0,0.0,1740.0,3081.0,High,1
Andhra Pradesh,HYDERABAD CITY,303,314,225,1480,39,0,2839,5200,1,303.0,314.0,225.0,1480.0,39.0,0.0,2839.0,5200.0,High,1
Andhra Pradesh,KARIMNAGAR,171,339,354,670,39,0,1881,3454,1,171.0,339.0,354.0,670.0,39.0,0.0,1881.0,3454.0,High,1
Andhra Pradesh,KHAMMAM,300,332,254,768,15,0,3864,5533,1,300.0,332.0,254.0,768.0,15.0,0.0,3864.0,5533.0,High,1
Andhra Pradesh,KRISHNA,174,145,387,708,14,0,1059,2487,1,174.0,145.0,387.0,708.0,14.0,0.0,1059.0,2487.0,High,1
Andhra Pradesh,KURNOOL,78,194,374,203,11,0,1852,2712,1,78.0,194.0,374.0,203.0,11.0,0.0,1852.0,2712.0,High,1
Andhra Pradesh,Krishna,260,80,940,613,8,0,3942,5843,1,260.0,80.0,940.0,613.0,8.0,0.0,3942.0,5843.0,High,1
Andhra Pradesh,Kurnool,100,73,1057,362,12,0,3522,5126,1,100.0,73.0,1057.0,362.0,12.0,0.0,3522.0,5126.0,High,1
Andhra Pradesh,MAHABOOBNAGAR,351,243,219,234,33,0,1733,2813,1,351.0,243.0,219.0,234.0,33.0,0.0,1733.0,2813.0,High,1
Andhra Pradesh,MEDAK,192,126,169,476,25,0,1591,2579,1,192.0,126.0,169.0,476.0,25.0,0.0,1591.0,2579.0,High,1
Andhra Pradesh,NALGONDA,231,346,367,327,27,0,2701,3999,1,231.0,346.0,367.0,327.0,27.0,0.0,2701.0,3999.0,High,1
Andhra Pradesh,NELLORE,78,271,263,374,8,0,1239,2233,1,78.0,271.0,263.0,374.0,8.0,0.0,1239.0,2233.0,High,1
Andhra Pradesh,NIZAMABAD,147,141,142,732,17,0,1720,2899,1,147.0,141.0,142.0,732.0,17.0,0.0,1720.0,2899.0,High,1
Andhra Pradesh,Nellore,190,288,795,362,14,1,3037,4687,1,190.0,288.0,795.0,362.0,14.0,1.0,3037.0,4687.0,High,1
Andhra Pradesh,PRAKASHAM,117,187,298,484,8,0,1061,2155,1,117.0,187.0,298.0,484.0,8.0,0.0,1061.0,2155.0,High,1
Andhra Pradesh,Prakasham,158,78,410,402,8,0,2687,3743,1,158.0,78.0,410.0,402.0,8.0,0.0,2687.0,3743.0,High,1
Andhra Pradesh,RAJAHMUNDRY,42,34,67,209,2,0,365,719,1,42.0,34.0,67.0,209.0,2.0,0.0,365.0,719.0,Low,0
Andhra Pradesh,RANGA REDDY,111,75,69,168,14,0,482,919,1,111.0,75.0,69.0,168.0,14.0,0.0,482.0,919.0,Low,0
Andhra Pradesh,Rajahmundry,108,22,269,190,3,0,657,1249,1,108.0,22.0,269.0,190.0,3.0,0.0,657.0,1249.0,Low,0
Andhra Pradesh,SECUNDERABAD RLY.,0,6,11,0,0,0,60,77,1,0.0,6.0,11.0,0.0,0.0,0.0,60.0,77.0,Low,0
Andhra Pradesh,SRIKAKULAM,126,75,207,361,3,0,1814,2586,1,126.0,75.0,207.0,361.0,3.0,0.0,1814.0,2586.0,High,1
Andhra Pradesh,Srikakulam,123,64,519,298,3,0,2123,3130,1,123.0,64.0,519.0,298.0,3.0,0.0,2123.0,3130.0,High,1
Andhra Pradesh,TIRUPATHI URBAN,30,59,45,133,7,0,502,776,1,30.0,59.0,45.0,133.0,7.0,0.0,502.0,776.0,Low,0
Andhra Pradesh,Tirupathi Urban,59,36,141,167,13,0,886,1302,1,59.0,36.0,141.0,167.0,13.0,0.0,886.0,1302.0,Low,0
Andhra Pradesh,Total,3048,1695,11743,6362,215,2,44187,67252,1,3048.0,1695.0,11743.0,6362.0,215.0,2.0,44187.0,67252.0,High,1
Andhra Pradesh,VIJAYAWADA CITY,144,189,249,1227,12,0,1359,3180,1,144.0,189.0,249.0,1227.0,12.0,0.0,1359.0,3180.0,High,1
Andhra Pradesh,VIJAYAWADA RLY.,3,3,6,0,2,0,44,58,1,3.0,3.0,6.0,0.0,2.0,0.0,44.0,58.0,Low,0
Andhra Pradesh,VISAKHA RURAL,96,83,139,210,8,0,548,1084,1,96.0,83.0,139.0,210.0,8.0,0.0,548.0,1084.0,Low,0
Andhra Pradesh,VISAKHAPATNAM,201,166,149,548,8,0,2009,3081,1,201.0,166.0,149.0,548.0,8.0,0.0,2009.0,3081.0,High,1
Andhra Pradesh,VIZIANAGARAM,126,75,165,383,10,0,1624,2383,1,126.0,75.0,165.0,383.0,10.0,0.0,1624.0,2383.0,High,1
Andhra Pradesh,Vijayawada City,196,66,770,642,10,1,1835,3520,1,196.0,66.0,770.0,642.0,10.0,1.0,1835.0,3520.0,High,1
Andhra Pradesh,Vijayawada Railway,0,6,22,1,2,0,59,90,1,0.0,6.0,22.0,1.0,2.0,0.0,59.0,90.0,Low,0
Andhra Pradesh,Visakha Rural,114,44,315,166,4,0,1236,1879,1,114.0,44.0,315.0,166.0,4.0,0.0,1236.0,1879.0,Low,0
Andhra Pradesh,Visakhapatnam,252,260,406,371,13,0,2202,3504,1,252.0,260.0,406.0,371.0,13.0,0.0,2202.0,3504.0,High,1
Andhra Pradesh,Vizianagaram,142,27,777,330,8,0,1990,3274,1,142.0,27.0,777.0,330.0,8.0,0.0,1990.0,3274.0,High,1
Andhra Pradesh,WARANGAL,156,189,206,129,20,0,1769,2469,1,156.0,189.0,206.0,129.0,20.0,0.0,1769.0,2469.0,High,1
Andhra Pradesh,WARANGAL URBAN,108,159,127,195,16,0,1131,1736,1,108.0,159.0,127.0,195.0,16.0,0.0,1131.0,1736.0,Low,0
Andhra Pradesh,WEST GODAVARI,369,278,342,855,16,0,1456,3316,1,369.0,278.0,342.0,855.0,16.0,0.0,1456.0,3316.0,High,1
Andhra Pradesh,West Godavari,484,104,909,661,24,0,2866,5048,1,484.0,104.0,909.0,661.0,24.0,0.0,2866.0,5048.0,High,1
Andhra Pradesh,ZZ TOTAL,4905,5833,6930,15084,492,0,48644,81888,1,4905.0,5833.0,6930.0,15084.0,492.0,0.0,48644.0,81888.0,High,1
Arunachal Pradesh,ANJAW,0,0,0,0,0,0,5,5,1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,Low,0
Arunachal Pradesh,Anjaw,0,2,2,0,0,0,12,16,1,0.0,2.0,2.0,0.0,0.0,0.0,12.0,16.0,Low,0
Arunachal Pradesh,CHANGLANG,15,27,2,1,0,0,64,109,1,15.0,27.0,2.0,1.0,0.0,0.0,64.0,109.0,Low,0
Arunachal Pradesh,Changlang,18,17,0,0,0,0,23,58,1,18.0,17.0,0.0,0.0,0.0,0.0,23.0,58.0,Low,0
Arunachal Pradesh,Crime Branch,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,0
Arunachal Pradesh,DIBANG VALLEY,0,5,2,0,0,0,26,33,1,0.0,5.0,2.0,0.0,0.0,0.0,26.0,33.0,Low,0
